"","tweetsdf1.text","id"
"194","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",194
"195","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",195
"196","Is it silly to want to kiss the @Starbucks barista for pronouncing my name PERFECTLY without the hesitation of unfa… https://t.co/4y0RnYMTVk",196
"197","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",197
"198","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",198
"199","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",199
"200","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",200
"201","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",201
"202","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",202
"203","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",203
"204","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",204
"205","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",205
"206","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",206
"207","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",207
"208","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",208
"209","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",209
"210","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",210
"211","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",211
"212","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",212
"213","Be a great friend... just saying. #ladygaga #spotify #btwf #starbucks #25DaysOfChristmas https://t.co/OtOWCQM1Wt",213
"214","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",214
"215","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",215
"216","Grab a morning #starbucks catch up at https://t.co/BtWJ7ILkUM -- Its #Fitness Entertainment #Vlog #LosAngeles #Art",216
"217","The dude at Starbucks just told me I look like one of the girls from Bad Girls Club.",217
"218","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",218
"219","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",219
"220","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",220
"221","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",221
"222","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",222
"223","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",223
"224","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",224
"225","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",225
"226","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",226
"227","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",227
"228","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",228
"229","Need more Starbucks For Life plays! #GIVEGOOD",229
"230","RT @Twinkle_cheese: My personality is just like my order at Starbucks... complicated and always a little extra",230
"231","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",231
"232","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",232
"233","@amy_wolff @Starbucks @katyperry I have the same cup! Is this a KT Perry thing!? haha",233
"234","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",234
"235","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",235
"236","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",236
"237","RT @LAlupusLady: Proudly supporting @LUPUSUK https://t.co/3S1imRqChh and hoping they win #CheerForGood from @Starbucks @StarbucksUK",237
"238","@Starbucks for Life Sweepstakes! 
https://t.co/8pBqbCSEqt",238
"239","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",239
"240","It’s happening☕️ DP #blessed #coffee @ Starbucks https://t.co/EYMLGq3OKh",240
"241","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",241
"242","Don’t mind me, I’m just over here trying not to weep in a Starbucks. https://t.co/PFl0Tk4MQo",242
"243","Morning! Grab your @starbucks Check out Pillow Talk TV #Comedy https://t.co/3Fw6wZuHk1 #WebSeries #PillowTalk #WeekendWarriors",243
"244","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",244
"245","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",245
"246","RT @good: Once again, conservatives are mad at Starbucks for its holiday-themed coffee cups.
https://t.co/o5CLUl7zOX https://t.co/tkEDgyVnKc",246
"247","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",247
"248","RT @WillStegemann: They say you either die a hero or live long enough to witness a teenager in a Starbucks mistake the Wu Tang Clan symbol…",248
"249","This old lady in the Starbucks drive thru literally drove into the curb and was darn near in the building. The cash… https://t.co/eM3x726Nfb",249
"250","Starbucks got me fucked up right now",250
"251","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",251
"252","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",252
"253","Me at Starbucks when I'm working and there's a rush https://t.co/y1QLge6Eg6",253
"254","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",254
"255","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",255
"256","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",256
"257","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",257
"258","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",258
"259","tip ur Starbucks barista!",259
"260","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",260
"261","dear audrey at starbucks in malibu this morning. i accidentally grabbed your food instead of mine. there was a hot… https://t.co/g6y16L97uJ",261
"262","RT @OneMoreJoke: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",262
"263","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",263
"264","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",264
"265","@uclaanderson @margaretbliss If anyone would like to spend their Bitcoin profits - 10959 Weyburn Ave (right next do… https://t.co/pDtiqw7vDx",265
"266","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",266
"267","RT @HEARTDEFENSOR: ugh thank you @PaulyDavid for my new tumblers I’ve literally been looking for these at every @Starbucks I go to  https…",267
"268","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",268
"269","Congratulations Sam! You’ve won 3rd place for ICCE’s May Monthly Contest, and you received $10 @Starbucks Gift card… https://t.co/jcWNhPz5gT",269
"270","I'm at Starbucks in City of Commerce, CA https://t.co/qFdo3IKFKV",270
"271","@uclaanderson Calling out to all Anderson students and alums - only a few more remaining Anderson items are left at… https://t.co/NDkivFbALk",271
"272","I hit Tweet and the power at Starbucks went out. Coincidence? Or sign from outside the universe? https://t.co/hLPWeUx0TA",272
"273","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",273
"274","@nuinspiration @Starbucks I love cold brew but never got the nitro at Starbucks until this week",274
"275","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",275
"276","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",276
"277","I just wrote the first tip for Starbucks on #Yelp!
Great study spot but I really need a holiday cup of coffee https://t.co/fmgptpBLa3",277
"278","@tiffanyglitters @Starbucks You're just now on that hype?! I love nitro cold brew.",278
"279","RT @good: Once again, conservatives are mad at Starbucks for its holiday-themed coffee cups.
https://t.co/o5CLUl7zOX https://t.co/tkEDgyVnKc",279
"280","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",280
"281","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",281
"282","@Starbucks will you finally be brewing with organic rain water in 2018?",282
"283","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",283
"284","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",284
"285","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",285
"286","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",286
"287","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",287
"288","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",288
"289","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",289
"290","Add to your collection &amp; fill up your game board for a chance to win prizes - including Starbucks for Life.… https://t.co/U9qEeQc8QJ",290
"291","Forget impersonal @Starbucks gift cards. They’re quickly forgotten. Instead, give the magic of something so emotion… https://t.co/GF71QDFfkq",291
"292","More coffee, more  (@ Starbucks in Brea, CA) https://t.co/zaOKcVLdpg",292
"293","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",293
"294","All I want for Xmas is $500 in Starbucks gift cards and I’ll use all of it right now because holy jesus I am so tired",294
"295","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",295
"296","RT @ddlovato: On my way to perform at #JingleBall in Chicago tonight!! Thought maybe I'd stop by @Starbucks at Oak and Rush Street with my…",296
"297","Feeling alive. Thank you @Starbucks ☕️ #FridayFeeling https://t.co/Hh5Ne3lIPD",297
"298","When you mobile order @Starbucks with your girl bestie and your texts start to look crazy https://t.co/xVrrFHDB0f",298
"299","Starbucks serves coffee, but it's more like a dessert spot for me.",299
"300","When Starbucks let’s you order the spicy chorizo sandwich but then doesn’t have it &lt;&lt;&lt;",300
"301","There's a voice inside my head always beating me up.  I was standing in line at Starbucks when I saw two... https://t.co/bjkC3K4WSP",301
"302","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",302
"303","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",303
"304","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",304
"305","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",305
"306","RT @SoReIatable: ""Do you have a Starbucks card?""
""Do you have a My Kohl's Charge?""
""Do you have a Dick's ScoreCard?""
""Do you have an AE Rew…",306
